k,zip_code,county,market_tier,region_bucket,urban_core_flag,actual_price,predicted_price,error_pct,confidence_score,status
3,75979,tyler,low,dfw,0,144104.0,169374.49,17.54,0.84,OK
3,75980,angelina,low,dfw,0,167763.0,178682.15,6.51,0.85,OK
3,76001,tarrant,mid,dfw,0,347710.0,333451.75,4.1,0.87,OK
3,76002,tarrant,mid,dfw,0,336044.0,315671.92,6.06,0.84,OK
3,76005,tarrant,high,dfw,0,544332.0,476930.27,12.38,0.82,OK
3,76006,tarrant,mid,dfw,0,383915.0,278781.74,27.38,0.82,OK
3,76008,parker,high,dfw,0,530694.0,438996.66,17.28,0.87,OK
3,76009,johnson,mid,dfw,0,312594.0,311178.13,0.45,0.8,OK
3,76010,tarrant,mid,dfw,0,229614.0,259973.85,13.22,0.89,OK
3,76011,tarrant,mid,dfw,0,254520.0,262338.91,3.07,0.86,OK
3,76012,tarrant,mid,dfw,0,334208.0,320105.97,4.22,0.85,OK
3,76013,tarrant,mid,dfw,0,307397.0,331488.92,7.84,0.84,OK
3,76014,tarrant,mid,dfw,0,256350.0,325077.97,26.81,0.83,OK
3,76015,tarrant,mid,dfw,0,276850.0,327036.54,18.13,0.88,OK
3,76016,tarrant,mid,dfw,0,339255.0,319286.95,5.89,0.85,OK
3,76017,tarrant,mid,dfw,0,312164.0,315747.25,1.15,0.84,OK
3,76018,tarrant,mid,dfw,0,286071.0,320227.91,11.94,0.86,OK
3,76020,tarrant,mid,dfw,0,327615.0,320126.77,2.29,0.85,OK
3,76021,tarrant,mid,dfw,0,393614.0,269793.36,31.46,0.82,OK
3,76022,tarrant,mid,dfw,0,313178.0,284426.74,9.18,0.83,OK
3,76023,wise,mid,dfw,0,363046.0,321204.35,11.53,0.81,OK
3,76028,johnson,mid,dfw,0,335395.0,306192.69,8.71,0.85,OK
3,76031,johnson,mid,dfw,0,271743.0,286366.51,5.38,0.77,OK
3,76033,johnson,mid,dfw,0,267623.0,265747.43,0.7,0.74,OK
3,76034,tarrant,premium,dfw,0,896487.0,603235.55,32.71,0.56,OK
3,76035,hood,high,dfw,0,509759.0,474789.34,6.86,0.84,OK
3,76036,tarrant,mid,dfw,0,315229.0,315737.59,0.16,0.84,OK
3,76039,tarrant,mid,dfw,0,359043.0,300583.76,16.28,0.84,OK
3,76040,tarrant,mid,dfw,0,353689.0,271487.19,23.24,0.82,OK
3,76043,somervell,mid,dfw,0,382250.0,318826.68,16.59,0.83,OK
3,76044,johnson,high,dfw,0,432563.0,510476.87,18.01,0.87,OK
3,76048,hood,mid,dfw,0,310846.0,339153.94,9.11,0.83,OK
3,76049,hood,high,dfw,0,404528.0,510420.43,26.18,0.84,OK
3,76050,johnson,mid,dfw,0,391916.0,286485.74,26.9,0.83,OK
3,76051,tarrant,high,dfw,0,539550.0,447451.05,17.07,0.79,OK
3,76052,tarrant,mid,dfw,0,393601.0,340771.62,13.42,0.88,OK
3,76053,tarrant,mid,dfw,0,297988.0,331518.6,11.25,0.84,OK
3,76054,tarrant,high,dfw,0,413748.0,477504.03,15.41,0.88,OK
3,76055,hill,mid,dfw,0,211242.0,243878.09,15.45,0.89,OK
3,76058,johnson,mid,dfw,0,350953.0,341440.55,2.71,0.88,OK
3,76059,johnson,mid,dfw,0,251053.0,283071.87,12.75,0.79,OK
3,76060,tarrant,mid,dfw,0,381008.0,269833.13,29.18,0.82,OK
3,76063,tarrant,high,dfw,0,434761.0,529442.94,21.78,0.82,OK
3,76064,ellis,mid,dfw,0,369863.0,299440.45,19.04,0.83,OK
3,76065,ellis,high,dfw,0,452832.0,480814.33,6.18,0.85,OK
3,76066,parker,high,dfw,0,425095.0,469942.55,10.55,0.88,OK
3,76067,palo pinto,mid,dfw,0,199196.0,257437.34,29.24,0.62,OK
3,76070,somervell,high,dfw,0,488925.0,462454.26,5.41,0.77,OK
3,76071,wise,mid,dfw,0,297791.0,329483.38,10.64,0.88,OK
3,76073,wise,high,dfw,0,442197.0,487736.93,10.3,0.85,OK
3,76078,wise,mid,dfw,0,363946.0,276536.75,24.02,0.82,OK
3,76082,parker,mid,dfw,0,383174.0,267506.5,30.19,0.87,OK
3,76084,johnson,mid,dfw,0,385423.0,354687.56,7.97,0.87,OK
3,76085,parker,high,dfw,0,456348.0,482290.13,5.68,0.84,OK
3,76086,parker,mid,dfw,0,272699.0,310518.18,13.87,0.79,OK
3,76087,parker,high,dfw,0,447037.0,521673.31,16.7,0.82,OK
3,76088,parker,high,dfw,0,459463.0,501827.58,9.22,0.78,OK
3,76093,johnson,mid,dfw,0,281770.0,334510.53,18.72,0.89,OK
3,76102,tarrant,mid,dfw,1,274636.0,335737.41,22.25,0.61,OK
3,76103,tarrant,mid,dfw,0,215518.0,270161.23,25.35,0.87,OK
3,76105,tarrant,low,dfw,0,161894.0,196414.63,21.32,0.88,OK
3,76106,tarrant,mid,dfw,0,182704.0,184305.24,0.88,0.8,OK
3,76107,tarrant,mid,dfw,1,361065.0,306711.23,15.05,0.51,OK
3,76108,tarrant,mid,dfw,0,284801.0,307221.95,7.87,0.87,OK
3,76109,tarrant,high,dfw,0,677291.0,451506.03,33.34,0.84,OK
3,76110,tarrant,mid,dfw,0,211602.0,274626.77,29.78,0.9,OK
3,76111,tarrant,mid,dfw,0,211066.0,268828.73,27.37,0.86,OK
3,76112,tarrant,mid,dfw,0,241550.0,253261.64,4.85,0.87,OK
3,76114,tarrant,mid,dfw,0,229905.0,273107.79,18.79,0.89,OK
3,76115,tarrant,mid,dfw,0,180083.0,202530.73,12.47,0.83,OK
3,76116,tarrant,mid,dfw,0,292762.0,296989.95,1.44,0.78,OK
3,76117,tarrant,mid,dfw,0,225783.0,276308.21,22.38,0.86,OK
3,76118,tarrant,mid,dfw,0,322409.0,320143.19,0.7,0.85,OK
3,76119,tarrant,mid,dfw,0,191625.0,204381.19,6.66,0.8,OK
3,76120,tarrant,mid,dfw,0,316703.0,282065.63,10.94,0.83,OK
3,76123,tarrant,mid,dfw,0,297914.0,326410.9,9.57,0.88,OK
3,76126,tarrant,mid,dfw,0,383590.0,333338.56,13.1,0.87,OK
3,76131,tarrant,mid,dfw,0,334267.0,301629.77,9.76,0.85,OK
3,76132,tarrant,high,dfw,0,443684.0,511478.32,15.28,0.87,OK
3,76133,tarrant,mid,dfw,0,256206.0,320455.73,25.08,0.86,OK
3,76134,tarrant,mid,dfw,0,246793.0,287295.18,16.41,0.84,OK
3,76135,tarrant,mid,dfw,0,280766.0,291560.33,3.84,0.81,OK
3,76137,tarrant,mid,dfw,0,317292.0,286210.72,9.8,0.84,OK
3,76140,tarrant,mid,dfw,0,246362.0,309195.66,25.5,0.87,OK
3,76148,tarrant,mid,dfw,0,268284.0,325856.28,21.46,0.89,OK
3,76164,tarrant,mid,dfw,0,183869.0,184779.93,0.5,0.8,OK
3,76177,tarrant,mid,dfw,0,371229.0,266473.65,28.22,0.81,OK
3,76179,tarrant,mid,dfw,0,319340.0,301676.85,5.53,0.85,OK
3,76180,tarrant,mid,dfw,0,332035.0,287242.43,13.49,0.85,OK
3,76182,tarrant,high,dfw,0,406584.0,484096.92,19.06,0.85,OK
3,76201,denton,mid,dfw,0,274577.0,306102.21,11.48,0.78,OK
3,76205,denton,mid,dfw,0,359695.0,279936.45,22.17,0.82,OK
3,76207,denton,mid,dfw,0,353958.0,289247.5,18.28,0.82,OK
3,76208,denton,high,dfw,0,405157.0,467330.46,15.35,0.82,OK
3,76209,denton,mid,dfw,0,288803.0,305935.86,5.93,0.78,OK
3,76210,denton,mid,dfw,0,389681.0,277877.84,28.69,0.82,OK
3,76225,wise,mid,dfw,0,352075.0,334821.27,4.9,0.9,OK
3,76226,denton,high,dfw,0,571936.0,472934.09,17.31,0.51,OK
3,76227,denton,mid,dfw,0,361687.0,279765.4,22.65,0.86,OK
3,76228,clay,mid,dfw,0,239721.0,260582.07,8.7,0.84,OK
3,76230,montague,mid,dfw,0,235558.0,270514.31,14.84,0.84,OK
3,76233,grayson,mid,dfw,0,379204.0,265483.33,29.99,0.88,OK
3,76234,wise,high,dfw,0,418684.0,448768.97,7.19,0.8,OK
3,76239,montague,high,dfw,0,453423.0,492127.27,8.54,0.86,OK
3,76240,cooke,mid,dfw,0,271857.0,303699.69,11.71,0.78,OK
3,76244,tarrant,mid,dfw,0,381056.0,340811.19,10.56,0.88,OK
3,76245,grayson,mid,dfw,0,211598.0,266933.75,26.15,0.85,OK
3,76247,denton,high,dfw,0,405574.0,485647.17,19.74,0.85,OK
3,76248,tarrant,high,dfw,0,583539.0,445893.24,23.59,0.87,OK
3,76249,denton,mid,dfw,0,344031.0,274702.58,20.15,0.77,OK
3,76250,cooke,mid,dfw,0,347694.0,297127.24,14.54,0.81,OK
3,76251,montague,mid,dfw,0,361772.0,323741.78,10.51,0.83,OK
3,76252,cooke,mid,dfw,0,327739.0,346172.12,5.62,0.89,OK
3,76255,montague,mid,dfw,0,224188.0,286518.06,27.8,0.87,OK
3,76258,denton,mid,dfw,0,331108.0,331308.37,0.06,0.89,OK
3,76259,denton,mid,dfw,0,359800.0,324435.59,9.83,0.81,OK
3,76262,denton,high,dfw,0,610765.0,448876.08,26.51,0.88,OK
3,76265,montague,mid,dfw,0,266965.0,253263.69,5.13,0.82,OK
3,76266,denton,mid,dfw,0,356228.0,358674.62,0.69,0.88,OK
3,76270,montague,high,dfw,0,473177.0,489160.7,3.38,0.85,OK
3,76271,grayson,mid,dfw,0,382675.0,276754.73,27.68,0.89,OK
3,76272,cooke,high,dfw,0,457792.0,494998.56,8.13,0.86,OK
3,76273,grayson,mid,dfw,0,346006.0,276487.6,20.09,0.87,OK
3,76301,wichita,low,dfw,0,79291.0,110256.12,39.05,0.8,OK
3,76302,wichita,mid,dfw,0,182366.0,218875.7,20.02,0.68,OK
3,76305,wichita,mid,dfw,0,237551.0,242152.67,1.94,0.87,OK
3,76306,wichita,low,dfw,0,133389.0,126086.62,5.47,0.85,OK
3,76308,wichita,mid,dfw,0,214484.0,233441.92,8.84,0.69,OK
3,76309,wichita,low,dfw,0,119660.0,129898.96,8.56,0.84,OK
3,76310,wichita,mid,dfw,0,245743.0,270146.88,9.93,0.62,OK
3,76351,archer,low,dfw,0,139196.0,153074.68,9.97,0.52,OK
3,76354,wichita,mid,dfw,0,177751.0,194972.19,9.69,0.85,OK
3,76360,wichita,low,dfw,0,74378.0,102180.2,37.38,0.69,OK
3,76365,clay,mid,dfw,0,178889.0,194727.21,8.85,0.83,OK
3,76366,archer,mid,dfw,0,186140.0,188268.41,1.14,0.84,OK
3,76367,wichita,mid,dfw,0,190209.0,186672.78,1.86,0.83,OK
3,76371,knox,low,dfw,0,97378.0,119086.76,22.29,0.61,OK
3,76372,young,mid,dfw,0,214558.0,238547.81,11.18,0.9,OK
3,76374,young,low,dfw,0,114672.0,140958.92,22.92,0.71,OK
3,76379,archer,mid,dfw,0,194420.0,187646.13,3.48,0.84,OK
3,76380,baylor,low,dfw,0,123739.0,134260.67,8.5,0.83,OK
3,76384,wilbarger,low,dfw,0,100345.0,127512.25,27.07,0.79,OK
3,76389,archer,mid,dfw,0,280433.0,321614.18,14.68,0.83,OK
3,76401,erath,mid,dfw,0,316754.0,280011.88,11.6,0.83,OK
3,76424,stephens,low,dfw,0,134604.0,150408.2,11.74,0.83,OK
3,76426,wise,mid,dfw,0,272317.0,316953.98,16.39,0.83,OK
3,76429,stephens,high,dfw,0,426709.0,418666.51,1.88,0.87,OK
3,76430,shackelford,low,dfw,0,153252.0,166306.29,8.52,0.83,OK
3,76431,wise,mid,dfw,0,342082.0,265738.14,22.32,0.8,OK
3,76432,brown,mid,dfw,0,296790.0,329877.16,11.15,0.88,OK
3,76433,erath,high,dfw,0,467186.0,438373.16,6.17,0.86,OK
3,76435,eastland,mid,dfw,0,214499.0,239158.25,11.5,0.84,OK
3,76436,hamilton,mid,dfw,0,387543.0,315489.71,18.59,0.85,OK
3,76437,eastland,low,dfw,0,149623.0,164916.22,10.22,0.83,OK
3,76442,comanche,mid,dfw,0,206852.0,227326.15,9.9,0.85,OK
3,76443,callahan,mid,dfw,0,186961.0,180782.11,3.3,0.82,OK
3,76444,comanche,mid,dfw,0,200403.0,250551.28,25.02,0.86,OK
3,76446,erath,mid,dfw,0,278836.0,258644.52,7.24,0.81,OK
3,76448,eastland,low,dfw,0,173208.0,165699.92,4.33,0.84,OK
3,76449,palo pinto,high,dfw,0,618651.0,454069.66,26.6,0.88,OK
3,76450,young,mid,dfw,0,209320.0,247538.88,18.26,0.89,OK
3,76453,palo pinto,mid,dfw,0,368442.0,286931.34,22.12,0.81,OK
3,76454,eastland,low,dfw,0,138078.0,141716.29,2.63,0.81,OK
3,76455,comanche,mid,dfw,0,249525.0,258883.56,3.75,0.8,OK
3,76457,hamilton,mid,dfw,0,341211.0,264705.28,22.42,0.89,OK
3,76458,jack,mid,dfw,0,201971.0,261830.87,29.64,0.86,OK
3,76462,hood,high,dfw,0,487515.0,479709.4,1.6,0.84,OK
3,76463,palo pinto,mid,dfw,0,230595.0,243432.02,5.57,0.85,OK
3,76470,eastland,low,dfw,0,95231.0,112575.93,18.21,0.77,OK
3,76471,eastland,mid,dfw,0,179664.0,179779.17,0.06,0.84,OK
3,76472,palo pinto,mid,dfw,0,391263.0,308064.81,21.26,0.88,OK
3,76475,palo pinto,mid,dfw,0,320737.0,288369.86,10.09,0.82,OK
3,76476,hood,mid,dfw,0,392683.0,321786.76,18.05,0.82,OK
3,76483,throckmorton,low,dfw,0,110919.0,140365.41,26.55,0.85,OK
3,76484,palo pinto,mid,dfw,0,359538.0,355169.7,1.21,0.88,OK
3,76486,jack,mid,dfw,0,360244.0,272188.39,24.44,0.8,OK
3,76487,parker,high,dfw,0,447147.0,477840.68,6.86,0.78,OK
3,76501,bell,mid,dfw,0,188152.0,199864.94,6.23,0.81,OK
3,76502,bell,mid,dfw,0,277591.0,296447.76,6.79,0.79,OK
3,76504,bell,mid,dfw,0,186540.0,200527.35,7.5,0.81,OK
3,76511,bell,mid,dfw,0,211769.0,277286.27,30.94,0.85,OK
3,76513,bell,mid,dfw,0,304706.0,318117.01,4.4,0.82,OK
3,76518,milam,mid,dfw,0,316170.0,289745.85,8.36,0.83,OK
3,76519,milam,mid,dfw,0,324173.0,273732.95,15.56,0.85,OK
3,76520,milam,mid,dfw,0,224850.0,251705.29,11.94,0.81,OK
3,76522,coryell,mid,dfw,0,220962.0,254002.2,14.95,0.83,OK
3,76524,mclennan,mid,dfw,0,254540.0,244499.44,3.94,0.86,OK
3,76525,coryell,mid,dfw,0,320989.0,289299.0,9.87,0.81,OK
3,76527,williamson,high,dfw,0,531555.0,464914.81,12.54,0.88,OK
3,76528,coryell,mid,dfw,0,238050.0,274680.87,15.39,0.83,OK
3,76530,williamson,mid,dfw,0,306237.0,279793.56,8.63,0.81,OK
3,76531,hamilton,mid,dfw,0,230366.0,248234.46,7.76,0.84,OK
3,76534,bell,mid,dfw,0,329567.0,307709.59,6.63,0.78,OK
3,76537,williamson,mid,dfw,0,261225.0,337839.5,29.33,0.82,OK
3,76538,coryell,high,dfw,0,406135.0,475659.7,17.12,0.81,OK
3,76539,lampasas,mid,dfw,0,354974.0,316721.95,10.78,0.81,OK
3,76541,bell,low,dfw,0,120043.0,150758.72,25.59,0.79,OK
3,76542,bell,mid,dfw,0,256475.0,276890.11,7.96,0.77,OK
3,76543,bell,low,dfw,0,172247.0,167416.51,2.8,0.88,OK
3,76548,bell,mid,dfw,0,296125.0,289151.89,2.35,0.81,OK
3,76549,bell,mid,dfw,0,226668.0,248403.14,9.59,0.89,OK
3,76550,lampasas,mid,dfw,0,294644.0,283800.23,3.68,0.81,OK
3,76554,bell,mid,dfw,0,209632.0,231953.4,10.65,0.86,OK
3,76556,milam,mid,dfw,0,361692.0,280306.07,22.5,0.89,OK
3,76557,mclennan,mid,dfw,0,318322.0,349030.64,9.65,0.87,OK
3,76559,bell,mid,dfw,0,308259.0,305749.99,0.81,0.77,OK
3,76561,coryell,mid,dfw,0,247558.0,305048.26,23.22,0.85,OK
3,76566,coryell,high,dfw,0,472086.0,532155.37,12.72,0.81,OK
3,76567,milam,mid,dfw,0,236046.0,304505.06,29.0,0.88,OK
3,76569,bell,mid,dfw,0,281819.0,289659.32,2.78,0.89,OK
3,76570,falls,low,dfw,0,143731.0,167575.41,16.59,0.9,OK
3,76571,bell,high,dfw,0,509875.0,448795.79,11.98,0.82,OK
3,76574,williamson,mid,dfw,0,283967.0,257846.27,9.2,0.72,OK
3,76577,milam,mid,dfw,0,386416.0,298295.25,22.8,0.8,OK
3,76578,williamson,mid,dfw,0,360256.0,279943.62,22.29,0.83,OK
3,76579,bell,mid,dfw,0,256569.0,270649.68,5.49,0.76,OK
3,76621,hill,mid,dfw,0,288409.0,247974.28,14.02,0.77,OK
3,76622,hill,mid,dfw,0,303518.0,264782.15,12.76,0.76,OK
3,76624,mclennan,mid,dfw,0,342260.0,289722.13,15.35,0.8,OK
3,76626,navarro,mid,dfw,0,237764.0,262506.8,10.41,0.85,OK
3,76627,hill,mid,dfw,0,280036.0,292403.84,4.42,0.82,OK
3,76629,robertson,mid,dfw,0,222073.0,258097.67,16.22,0.88,OK
3,76630,mclennan,mid,dfw,0,297598.0,262028.77,11.95,0.79,OK
3,76631,hill,mid,dfw,0,256352.0,311795.63,21.63,0.84,OK
3,76633,mclennan,mid,dfw,0,397530.0,284047.0,28.55,0.81,OK
3,76634,bosque,mid,dfw,0,219502.0,246124.72,12.13,0.85,OK
3,76636,hill,mid,dfw,0,324301.0,249393.72,23.1,0.77,OK
3,76637,bosque,mid,dfw,0,321471.0,323496.01,0.63,0.88,OK
3,76638,mclennan,high,dfw,0,485079.0,458281.72,5.52,0.77,OK
3,76639,navarro,mid,dfw,0,178309.0,199107.67,11.66,0.85,OK
3,76640,mclennan,mid,dfw,0,216302.0,233694.1,8.04,0.86,OK
3,76641,navarro,mid,dfw,0,228954.0,237794.31,3.86,0.88,OK
3,76642,limestone,mid,dfw,0,192506.0,193666.36,0.6,0.82,OK
3,76643,mclennan,mid,dfw,0,295117.0,296158.76,0.35,0.78,OK
3,76645,hill,mid,dfw,0,201815.0,243750.27,20.78,0.86,OK
3,76648,hill,mid,dfw,0,203244.0,241182.79,18.67,0.85,OK
3,76649,bosque,mid,dfw,0,275500.0,253002.25,8.17,0.77,OK
3,76651,ellis,mid,dfw,0,247394.0,286994.31,16.01,0.86,OK
3,76652,bosque,mid,dfw,0,227565.0,258066.1,13.4,0.84,OK
3,76653,limestone,mid,dfw,0,206168.0,229254.95,11.2,0.87,OK
3,76655,mclennan,mid,dfw,0,341093.0,321581.23,5.72,0.82,OK
3,76656,falls,mid,dfw,0,203041.0,270710.9,33.33,0.86,OK
3,76657,mclennan,mid,dfw,0,328141.0,328669.62,0.16,0.81,OK
3,76660,hill,mid,dfw,0,192240.0,196962.47,2.46,0.85,OK
3,76661,falls,low,dfw,0,93525.0,50591.55,45.91,0.26,OK
3,76664,mclennan,low,dfw,0,152727.0,163978.02,7.37,0.8,OK
3,76665,bosque,mid,dfw,0,260803.0,254049.98,2.59,0.76,OK
3,76666,hill,mid,dfw,0,198191.0,191775.13,3.24,0.83,OK
3,76667,limestone,low,dfw,0,127996.0,155299.52,21.33,0.55,OK
3,76670,ellis,mid,dfw,0,248454.0,252513.66,1.63,0.84,OK
3,76671,bosque,mid,dfw,0,208526.0,264611.58,26.9,0.87,OK
3,76673,hill,mid,dfw,0,255797.0,311802.65,21.89,0.84,OK
3,76676,hill,mid,dfw,0,202948.0,239336.21,17.93,0.86,OK
3,76679,navarro,mid,dfw,0,240682.0,258684.98,7.48,0.84,OK
3,76681,navarro,mid,dfw,0,208835.0,242676.24,16.2,0.89,OK
3,76682,mclennan,mid,dfw,0,252482.0,273247.73,8.22,0.78,OK
3,76687,limestone,mid,dfw,0,310278.0,282566.61,8.93,0.79,OK
3,76689,bosque,mid,dfw,0,318219.0,320175.08,0.61,0.88,OK
3,76690,bosque,mid,dfw,0,238569.0,235610.68,1.24,0.83,OK
3,76691,mclennan,mid,dfw,0,288892.0,280303.46,2.97,0.79,OK
3,76692,hill,mid,dfw,0,215959.0,247092.66,14.42,0.85,OK
3,76693,freestone,mid,dfw,0,202772.0,244665.57,20.66,0.86,OK
3,76701,mclennan,mid,dfw,0,297932.0,296081.89,0.62,0.82,OK
3,76704,mclennan,low,dfw,0,110240.0,134926.29,22.39,0.71,OK
3,76705,mclennan,mid,dfw,0,206315.0,269568.03,30.66,0.88,OK
3,76706,mclennan,mid,dfw,0,245221.0,255525.98,4.2,0.87,OK
3,76707,mclennan,low,dfw,0,137181.0,167017.41,21.75,0.86,OK
3,76708,mclennan,mid,dfw,0,222826.0,255739.4,14.77,0.87,OK
3,76710,mclennan,mid,dfw,0,244424.0,255533.58,4.55,0.87,OK
3,76711,mclennan,low,dfw,0,136702.0,167041.45,22.19,0.86,OK
3,76712,mclennan,mid,dfw,0,345604.0,286457.98,17.11,0.86,OK
3,76801,brown,low,dfw,0,165123.0,166683.13,0.94,0.87,OK
3,76802,brown,mid,dfw,0,237506.0,261375.18,10.05,0.84,OK
3,76821,runnels,low,dfw,0,132807.0,150363.35,13.22,0.88,OK
3,76823,brown,low,dfw,0,164143.0,171764.11,4.64,0.83,OK
3,76825,mcculloch,low,dfw,0,133242.0,153754.31,15.39,0.82,OK
3,76827,brown,mid,dfw,0,380451.0,339335.15,10.81,0.85,OK
3,76834,coleman,low,dfw,0,110720.0,132977.5,20.1,0.81,OK
3,76837,concho,low,dfw,0,117630.0,153178.12,30.22,0.76,OK
3,76844,mills,mid,dfw,0,362805.0,266162.12,26.64,0.46,OK
3,76853,lampasas,mid,dfw,0,295447.0,281926.25,4.58,0.77,OK
3,76856,mason,mid,dfw,0,344916.0,273150.06,20.81,0.83,OK
3,76857,brown,low,dfw,0,111334.0,134035.34,20.39,0.81,OK
3,76859,menard,low,dfw,0,163358.0,184184.39,12.75,0.88,OK
3,76861,runnels,mid,dfw,0,260964.0,325036.94,24.55,0.86,OK
3,76866,concho,mid,dfw,0,199206.0,184805.77,7.23,0.87,OK
3,76877,san saba,mid,dfw,0,182368.0,175724.22,3.64,0.83,OK
3,76878,coleman,low,dfw,0,157580.0,165057.86,4.75,0.84,OK
3,76890,brown,mid,dfw,0,370147.0,341708.6,7.68,0.85,OK
3,76901,tom green,mid,dfw,0,219225.0,247790.32,13.03,0.67,OK
3,76903,tom green,low,dfw,0,171039.0,162047.43,5.26,0.56,OK
3,76904,tom green,mid,dfw,0,327583.0,254299.35,22.37,0.86,OK
3,76905,tom green,mid,dfw,0,245097.0,283151.92,15.53,0.73,OK
3,76932,reagan,low,dfw,0,166741.0,166603.18,0.08,0.85,OK
3,76935,tom green,high,dfw,0,437495.0,467444.45,6.85,0.88,OK
3,76941,irion,mid,dfw,0,270694.0,319156.85,17.9,0.8,OK
3,76943,crockett,low,dfw,0,99710.0,131627.95,32.01,0.54,OK
3,76950,sutton,low,dfw,0,166796.0,149758.86,10.21,0.83,OK
3,76951,sterling,low,dfw,0,171654.0,159455.19,7.11,0.86,OK
3,77002,harris,mid,houston,1,251198.0,75648.91,69.88,0.26,OK
3,77003,harris,mid,houston,1,356300.0,332938.09,6.56,0.63,OK
3,77004,harris,mid,houston,1,353061.0,334323.49,5.31,0.63,OK
3,77005,harris,luxury,houston,0,1654977.0,349351.64,78.89,0.06,OK
3,77006,harris,high,houston,1,561246.0,399633.94,28.8,0.52,OK
3,77007,harris,high,houston,1,505232.0,420275.44,16.82,0.5,OK
3,77008,harris,high,houston,0,585990.0,488292.59,16.67,0.86,OK
3,77009,harris,mid,houston,0,380348.0,261724.08,31.19,0.87,OK
3,77011,harris,mid,houston,0,185513.0,212580.2,14.59,0.85,OK
3,77012,harris,low,houston,0,153074.0,176482.48,15.29,0.82,OK
3,77013,harris,mid,houston,0,191611.0,204806.13,6.89,0.83,OK
3,77014,harris,mid,houston,0,248508.0,249101.51,0.24,0.88,OK
3,77015,harris,mid,houston,0,196601.0,204796.6,4.17,0.83,OK
3,77016,harris,low,houston,0,160223.0,171578.13,7.09,0.83,OK
3,77017,harris,mid,houston,0,179888.0,194121.15,7.91,0.8,OK
3,77018,harris,high,houston,0,532254.0,510416.5,4.1,0.84,OK
3,77019,harris,high,houston,1,690608.0,121878.47,82.35,0.16,OK
3,77020,harris,low,houston,0,162622.0,191677.46,17.87,0.8,OK
3,77021,harris,mid,houston,0,194568.0,207370.43,6.58,0.86,OK
3,77022,harris,mid,houston,0,209869.0,252714.86,20.42,0.87,OK
3,77023,harris,mid,houston,0,246931.0,245848.84,0.44,0.85,OK
3,77024,harris,luxury,houston,0,1397374.0,413778.88,70.39,0.06,OK
3,77025,harris,high,houston,0,470252.0,497579.6,5.81,0.89,OK
3,77026,harris,low,houston,0,142240.0,174260.81,22.51,0.87,OK
3,77027,harris,premium,houston,0,817774.0,710494.15,13.12,0.49,OK
3,77028,harris,low,houston,0,160493.0,164474.68,2.48,0.84,OK
3,77029,harris,low,houston,0,152083.0,176204.44,15.86,0.88,OK
3,77030,harris,high,houston,0,522807.0,490296.74,6.22,0.85,OK
3,77031,harris,mid,houston,0,254030.0,251082.08,1.16,0.87,OK
3,77032,harris,mid,houston,0,184593.0,201966.42,9.41,0.85,OK
3,77033,harris,low,houston,0,141250.0,155845.36,10.33,0.83,OK
3,77034,harris,mid,houston,0,223424.0,246281.53,10.23,0.89,OK
3,77035,harris,mid,houston,0,256043.0,261945.51,2.31,0.77,OK
3,77036,harris,low,houston,0,165671.0,178745.67,7.89,0.84,OK
3,77037,harris,mid,houston,0,196743.0,206047.96,4.73,0.86,OK
3,77038,harris,mid,houston,0,215500.0,255519.77,18.57,0.85,OK
3,77039,harris,mid,houston,0,187431.0,194457.25,3.75,0.82,OK
3,77040,harris,mid,houston,0,259282.0,336329.99,29.72,0.84,OK
3,77041,harris,mid,houston,0,297369.0,315679.88,6.16,0.82,OK
3,77042,harris,mid,houston,0,267880.0,332479.12,24.11,0.81,OK
3,77043,harris,mid,houston,0,387399.0,316526.54,18.29,0.85,OK
3,77044,harris,mid,houston,0,284822.0,297040.95,4.29,0.84,OK
3,77045,harris,mid,houston,0,195384.0,207368.87,6.13,0.86,OK
3,77046,harris,mid,houston,0,325000.0,316342.52,2.66,0.82,OK
3,77047,harris,mid,houston,0,251281.0,309847.97,23.31,0.85,OK
3,77048,harris,mid,houston,0,216761.0,246873.44,13.89,0.87,OK
3,77049,harris,mid,houston,0,241227.0,244732.26,1.45,0.87,OK
3,77050,harris,mid,houston,0,177172.0,195037.25,10.08,0.83,OK
3,77051,harris,mid,houston,0,189731.0,204274.51,7.67,0.74,OK
3,77053,harris,mid,houston,0,195537.0,207368.58,6.05,0.86,OK
3,77054,harris,low,houston,0,136923.0,167931.98,22.65,0.83,OK
3,77055,harris,high,houston,0,606966.0,586437.14,3.38,0.83,OK
3,77056,harris,high,houston,0,664271.0,562273.32,15.35,0.83,OK
3,77057,harris,mid,houston,0,272123.0,275104.28,1.1,0.79,OK
3,77058,harris,mid,houston,0,238767.0,281367.85,17.84,0.85,OK
3,77059,harris,high,houston,0,442900.0,439396.57,0.79,0.76,OK
3,77060,harris,mid,houston,0,193475.0,198536.57,2.62,0.81,OK
3,77061,harris,mid,houston,0,228038.0,245896.43,7.83,0.9,OK
3,77062,harris,mid,houston,0,308826.0,278342.11,9.87,0.79,OK
3,77063,harris,mid,houston,0,245631.0,245473.99,0.06,0.87,OK
3,77064,harris,mid,houston,0,268731.0,289557.11,7.75,0.8,OK
3,77065,harris,mid,houston,0,286688.0,336277.61,17.3,0.84,OK
3,77066,harris,mid,houston,0,243649.0,244011.04,0.15,0.86,OK
3,77067,harris,mid,houston,0,211046.0,238712.05,13.11,0.86,OK
