zip_code,county,latitude,longitude,avg_property_value,median_income,median_rent,population_change_pct,owner_share_pct,zhvi_1y_change_pct,zhvi_5y_change_pct,price_to_rent_ratio,listing_count,average_sqft,market_tier,region_bucket,urban_core_flag
75001,dallas,32.960047,-96.83724,484987,82577,1589,1.1,16.5,-1.97,30.74,25.43,0,0,high,DFW,0
75002,collin,33.089854,-96.6086,460951,129306,1918,0.8,78.1,-6.14,34.0,20.03,0,0,high,DFW,0
75006,dallas,32.962141,-96.898585,343856,79466,1416,-0.9,52.0,-4.33,24.53,20.24,0,0,mid,DFW,0
75007,denton,33.005262,-96.896742,396446,109692,1745,1.0,67.5,-5.13,27.41,18.93,0,0,mid,DFW,0
75009,collin,33.338899,-96.752977,538633,166064,1810,7.6,93.0,-8.21,37.78,24.8,0,0,high,DFW,0
75010,denton,33.039081,-96.872596,522414,105386,1633,0.2,49.7,-4.32,31.9,26.66,0,0,high,DFW,0
75013,collin,33.114327,-96.693964,655695,151618,1611,4.1,64.4,-4.77,40.37,33.92,0,0,high,DFW,0
75019,dallas,32.961253,-96.985817,614564,134174,1862,0.0,63.6,-2.58,39.86,27.5,0,0,high,DFW,0
75020,grayson,33.772722,-96.606962,219832,66308,1477,-1.2,59.0,-6.19,21.39,12.4,0,0,mid,DFW,0
75021,grayson,33.727988,-96.478369,247679,67159,1326,4.3,83.6,-4.17,27.44,15.57,0,0,mid,DFW,0
75022,denton,33.024484,-97.119504,760453,178969,2564,-1.1,84.8,-1.42,42.9,24.72,0,0,high,DFW,0
75023,collin,33.056789,-96.730859,418767,106488,1854,-1.0,63.0,-5.48,28.21,18.82,0,0,high,DFW,0
75024,collin,33.077854,-96.811028,634549,117445,1686,3.5,38.1,-4.19,38.13,31.36,0,0,high,DFW,0
75025,collin,33.090085,-96.740008,554415,135398,2079,-1.6,67.0,-5.51,36.06,22.22,0,0,high,DFW,0
75028,denton,33.032998,-97.064618,528231,147040,2241,1.9,80.2,-3.37,33.68,19.64,0,0,high,DFW,0
75032,rockwall,32.857112,-96.43121,526319,128465,1835,3.8,80.8,-1.81,32.54,23.9,0,0,high,DFW,0
75033,collin,33.184818,-96.844308,661871,171640,1678,6.1,71.9,-4.53,41.68,32.87,0,0,high,DFW,0
75034,collin,33.121286,-96.838536,667986,107945,1665,4.7,40.2,-3.86,39.75,33.43,0,0,high,DFW,0
75035,collin,33.163588,-96.776622,648709,161030,2304,2.6,75.9,-5.99,43.01,23.46,0,0,high,DFW,0
75036,collin,33.133351,-96.914663,564249,141761,2364,2.9,86.9,-4.18,34.38,19.89,0,0,high,DFW,0
75038,dallas,32.87226,-96.97881,461004,69013,1384,1.7,20.1,-0.02,35.63,27.76,0,0,high,DFW,0
75039,dallas,32.884959,-96.937297,642090,102366,1871,3.0,16.1,-1.48,33.71,28.6,0,0,high,DFW,0
75040,dallas,32.928902,-96.619782,276768,73537,1826,1.7,68.4,-5.64,26.63,12.63,0,0,mid,DFW,0
75041,dallas,32.880196,-96.651555,243094,68692,1743,2.0,58.9,-6.88,21.14,11.62,0,0,mid,DFW,0
75042,dallas,32.914495,-96.674995,269986,63531,1421,0.3,58.6,-5.28,24.43,15.83,0,0,mid,DFW,0
75043,dallas,32.855772,-96.578214,286898,75454,1379,-0.9,60.4,-5.61,23.55,17.34,0,0,mid,DFW,0
75044,dallas,32.964609,-96.649688,335875,89631,1539,-0.3,59.5,-5.34,22.75,18.19,0,0,mid,DFW,0
75048,dallas,32.969015,-96.579523,434315,129024,1785,4.9,85.1,-4.62,31.25,20.28,0,0,high,DFW,0
75050,dallas,32.773069,-97.005227,271289,70484,1426,1.2,43.0,-4.0,24.78,15.85,0,0,mid,DFW,0
75051,dallas,32.725591,-96.992072,243293,53124,1486,0.2,47.4,-4.06,26.81,13.64,0,0,mid,DFW,0
75052,dallas,32.664684,-97.029478,321349,87320,1646,0.9,64.1,-3.09,27.62,16.27,0,0,mid,DFW,0
75054,dallas,32.613848,-97.025353,484616,161715,1889,1.5,91.9,-1.57,28.23,21.38,0,0,high,DFW,0
75056,denton,33.075699,-96.908088,485913,116806,1825,3.3,60.8,-4.8,34.86,22.19,0,0,high,DFW,0
75057,denton,33.050725,-96.974623,310746,76128,1500,-2.6,38.7,-5.03,24.12,17.26,0,0,mid,DFW,0
75058,grayson,33.449112,-96.737121,665662,117689,0,-4.9,82.4,0.31,51.87,0,0,0,high,DFW,0
75060,dallas,32.798049,-96.952563,286927,69708,1808,-3.7,65.1,-3.28,29.44,13.22,0,0,mid,DFW,0
75061,dallas,32.825907,-96.966915,295815,61260,1348,-0.9,40.4,-3.8,26.32,18.29,0,0,mid,DFW,0
75062,dallas,32.84737,-96.957871,296975,70792,1448,-0.0,44.1,-2.82,24.15,17.09,0,0,mid,DFW,0
75063,dallas,32.910627,-97.000481,606103,117583,1535,2.1,39.1,-1.78,40.03,32.9,0,0,high,DFW,0
75065,denton,33.11034,-97.00545,389724,98284,1928,2.0,74.2,-3.81,29.43,16.84,0,0,mid,DFW,0
75067,denton,33.016102,-96.998962,356662,76630,1436,2.0,39.4,-5.98,25.13,20.7,0,0,mid,DFW,0
75068,denton,33.177497,-96.952388,402707,126341,2208,3.7,80.5,-7.52,24.36,15.2,0,0,high,DFW,0
75069,collin,33.164077,-96.595421,417266,82804,1616,0.7,53.4,-6.03,26.26,21.52,0,0,high,DFW,0
75070,collin,33.154678,-96.696669,479971,106549,1580,4.1,52.5,-6.85,32.64,25.31,0,0,high,DFW,0
75071,collin,33.245816,-96.63072,485877,132839,1894,4.7,74.9,-6.82,33.14,21.38,0,0,high,DFW,0
75072,collin,33.187899,-96.699951,518448,155294,2230,1.3,79.2,-6.43,36.05,19.37,0,0,high,DFW,0
75074,collin,33.033284,-96.672758,369237,84185,1630,3.3,52.6,-6.08,26.45,18.88,0,0,mid,DFW,0
75075,collin,33.021268,-96.741558,457766,91517,1662,2.7,58.9,-4.5,29.19,22.95,0,0,high,DFW,0
75076,grayson,33.800692,-96.726011,335571,76644,0,-7.4,78.0,-1.71,36.24,0,0,0,mid,DFW,0
75077,denton,33.081178,-97.060925,481449,121220,1832,2.6,78.9,-3.25,32.06,21.9,0,0,high,DFW,0
75078,collin,33.240952,-96.80745,756052,187634,1781,15.7,88.9,-5.36,45.36,35.38,0,0,high,DFW,0
75080,dallas,32.976063,-96.74208,445471,89773,1737,1.1,53.5,-0.84,31.73,21.37,0,0,high,DFW,0
75081,dallas,32.949566,-96.70742,385227,90953,1616,-1.2,50.5,-3.26,28.61,19.87,0,0,mid,DFW,0
75082,dallas,32.994599,-96.666758,545882,107720,1686,0.2,47.3,-4.65,32.1,26.98,0,0,high,DFW,0
75087,rockwall,32.948579,-96.442091,445978,128590,1799,3.9,81.3,-2.69,29.54,20.66,0,0,high,DFW,0
75088,dallas,32.891629,-96.541754,356489,105064,1631,-0.1,75.7,-5.1,26.71,18.21,0,0,mid,DFW,0
75089,dallas,32.937583,-96.544174,377154,125315,2011,1.2,75.5,-4.48,29.41,15.63,0,0,mid,DFW,0
75090,grayson,33.604131,-96.550405,207713,58586,1488,1.9,61.1,-8.38,22.36,11.63,0,0,mid,DFW,0
75092,grayson,33.652064,-96.700264,290230,67160,1308,2.9,57.1,-5.44,28.14,18.49,0,0,mid,DFW,0
75093,collin,33.034224,-96.811608,738433,121226,1725,-1.2,59.7,-2.34,41.84,35.67,0,0,high,DFW,0
75094,collin,33.01983,-96.613463,579111,161473,0,1.3,89.2,-3.42,38.27,0,0,0,high,DFW,0
75098,dallas,33.014492,-96.534832,427790,115587,1892,2.8,78.6,-5.58,28.75,18.84,0,0,high,DFW,0
75102,navarro,32.086623,-96.635777,295891,82863,0,-8.3,81.9,-1.08,0,0,0,0,mid,DFW,0
75103,van zandt,32.51693,-95.883547,296248,69271,1475,-0.9,79.7,1.0,25.78,16.74,0,0,mid,DFW,0
75104,dallas,32.584814,-96.972312,307738,91147,1553,0.3,69.4,-3.2,25.03,16.51,0,0,mid,DFW,0
75105,navarro,32.267126,-96.367988,325347,-666666666,0,-14.3,58.0,1.71,0,0,0,0,mid,DFW,0
75109,navarro,32.042784,-96.343753,389650,85009,0,14.5,88.3,0.96,39.09,0,0,0,mid,DFW,0
75110,navarro,32.079637,-96.520474,189584,53053,1216,-0.0,59.9,-0.36,37.21,12.99,0,0,mid,DFW,0
75114,kaufman,32.616552,-96.443365,256060,88839,1811,7.6,84.8,-4.45,16.58,11.78,0,0,mid,DFW,0
75115,dallas,32.599427,-96.864075,321928,83386,1820,-0.0,70.5,-3.14,25.85,14.74,0,0,mid,DFW,0
75116,dallas,32.66066,-96.911882,269637,60835,1200,-1.8,59.4,-3.58,28.19,18.72,0,0,mid,DFW,0
75117,van zandt,32.711103,-95.858365,273907,91750,0,9.4,81.2,-0.61,24.89,0,0,0,mid,DFW,0
75119,ellis,32.323915,-96.590333,261008,76983,1748,4.4,71.1,-1.56,19.98,12.44,0,0,mid,DFW,0
75124,henderson,32.318568,-95.970223,294462,79162,0,-0.4,85.2,-4.12,22.82,0,0,0,mid,DFW,0
75125,ellis,32.53675,-96.621707,286368,73929,0,3.4,80.4,-0.75,10.74,0,0,0,mid,DFW,0
75126,kaufman,32.742601,-96.452883,312020,104001,1979,13.7,82.1,-5.04,14.95,13.14,0,0,mid,DFW,0
75134,dallas,32.622839,-96.779517,260247,66134,2029,-9.3,79.4,-4.49,27.08,10.69,0,0,mid,DFW,0
75135,hunt,33.067548,-96.224353,312547,95428,0,20.6,87.0,-3.89,20.99,0,0,0,mid,DFW,0
75137,dallas,32.634831,-96.91341,279568,85485,1789,-0.1,70.8,-2.6,26.59,13.02,0,0,mid,DFW,0
75140,van zandt,32.635479,-95.686402,230244,53512,0,8.4,81.8,-1.19,14.74,0,0,0,mid,DFW,0
75141,dallas,32.639977,-96.693284,243566,45474,0,3.9,49.4,-5.77,26.68,0,0,0,mid,DFW,0
75142,kaufman,32.568164,-96.250214,293771,78301,0,2.4,75.7,1.12,26.47,0,0,0,mid,DFW,0
75143,henderson,32.364579,-96.244987,269093,68996,0,0.6,81.4,-2.14,23.53,0,0,0,mid,DFW,0
75144,navarro,32.108388,-96.207955,214764,62528,0,-2.2,74.8,-1.13,35.77,0,0,0,mid,DFW,0
75146,dallas,32.566313,-96.748636,278192,70143,2229,7.1,56.6,-3.94,27.49,10.4,0,0,mid,DFW,0
75147,kaufman,32.426069,-96.06456,270869,60520,1582,2.0,62.6,0.03,24.88,14.27,0,0,mid,DFW,0
75148,henderson,32.124647,-96.02579,272910,59923,0,-3.2,76.0,-4.06,19.81,0,0,0,mid,DFW,0
75149,dallas,32.773369,-96.618809,235438,70629,1541,-0.9,66.8,-4.48,25.58,12.73,0,0,mid,DFW,0
75150,dallas,32.813863,-96.63098,251269,65985,1319,-1.4,52.3,-5.66,21.97,15.87,0,0,mid,DFW,0
75152,ellis,32.439871,-96.678051,312938,96071,0,-5.1,86.9,-1.76,24.87,0,0,0,mid,DFW,0
75153,navarro,32.166522,-96.358838,264480,84650,0,-6.7,53.4,1.15,0,0,0,0,mid,DFW,0
75154,ellis,32.523514,-96.808646,348457,96150,2142,3.4,83.7,-2.59,26.37,13.56,0,0,mid,DFW,0
75155,ellis,32.229113,-96.475509,280214,67788,0,-3.4,83.9,-1.01,33.16,0,0,0,mid,DFW,0
75156,kaufman,32.277923,-96.105287,272741,59303,1498,-3.2,75.3,-3.54,17.03,15.17,0,0,mid,DFW,0
75158,kaufman,32.465314,-96.401101,344610,97303,0,-0.5,87.3,2.1,30.87,0,0,0,mid,DFW,0
75159,dallas,32.604328,-96.5406,278887,72245,2111,1.1,85.0,-4.17,27.17,11.01,0,0,mid,DFW,0
75160,kaufman,32.764343,-96.293313,258586,70862,1780,0.7,69.9,-2.82,27.8,12.11,0,0,mid,DFW,0
75161,kaufman,32.738794,-96.163857,352922,83125,0,6.8,88.3,1.2,37.97,0,0,0,mid,DFW,0
75163,henderson,32.166777,-96.118531,312013,57989,0,1.1,81.9,-1.19,23.33,0,0,0,mid,DFW,0
75165,ellis,32.371654,-96.80303,348342,84780,1734,4.6,67.2,-2.54,26.54,16.74,0,0,mid,DFW,0
75166,collin,33.014721,-96.449374,351294,129130,2367,15.9,88.4,-7.58,14.53,12.37,0,0,mid,DFW,0
75167,ellis,32.360829,-96.915523,497728,113409,2212,-1.4,89.5,-0.39,36.41,18.75,0,0,high,DFW,0
75169,van zandt,32.703269,-95.994666,261109,67879,0,2.5,80.3,0.52,24.75,0,0,0,mid,DFW,0
75172,dallas,32.605321,-96.674073,214689,58894,0,9.2,61.1,-4.5,30.03,0,0,0,mid,DFW,0
75173,collin,33.061737,-96.395825,341400,100373,0,-0.1,93.3,-5.13,30.92,0,0,0,mid,DFW,0
75180,dallas,32.719382,-96.618565,217431,70695,1899,-0.2,64.1,-6.26,20.49,9.54,0,0,mid,DFW,0
75181,dallas,32.723894,-96.555946,318732,107266,2491,0.1,85.6,-5.37,23.11,10.66,0,0,mid,DFW,0
75182,dallas,32.800525,-96.547577,632981,157500,0,2.5,83.1,-0.32,37.39,0,0,0,high,DFW,0
75189,rockwall,32.945539,-96.311102,321252,118105,2072,15.9,89.1,-4.78,18.6,12.92,0,0,mid,DFW,0
75201,dallas,32.788309,-96.799572,973261,101098,2149,0.5,10.0,2.58,27.87,37.74,0,0,premium,DFW,1
75202,dallas,32.778463,-96.803734,271763,101500,2336,13.3,28.4,-7.54,3.07,9.69,0,0,mid,DFW,1
75203,dallas,32.744319,-96.801867,197953,46358,1519,-3.4,37.4,-8.39,16.92,10.86,0,0,mid,DFW,0
75204,dallas,32.80219,-96.78889,498072,93007,1955,6.1,19.4,-1.08,22.2,21.23,0,0,high,DFW,1
75205,dallas,32.837129,-96.797155,2040006,188396,3004,1.3,58.3,4.91,68.08,56.59,0,0,ultra_luxury,DFW,0
75206,dallas,32.831279,-96.771191,594522,88464,1908,0.9,26.6,1.39,29.91,25.97,0,0,high,DFW,1
75208,dallas,32.754622,-96.839633,414723,76502,1568,-2.3,55.7,-0.92,23.13,22.04,0,0,high,DFW,0
75209,dallas,32.84831,-96.825474,1029935,126121,1479,1.1,63.7,1.09,47.41,58.03,0,0,premium,DFW,0
75210,dallas,32.771314,-96.747148,140039,28739,1350,-14.8,37.7,-9.01,12.79,8.64,0,0,low,DFW,0
75211,dallas,32.736827,-96.907506,223482,56377,1461,-2.1,54.1,-6.46,20.13,12.75,0,0,mid,DFW,0
75212,dallas,32.78225,-96.878833,242126,56279,1634,3.6,58.7,-5.88,22.6,12.35,0,0,mid,DFW,0
75214,dallas,32.828956,-96.742915,817109,128917,1551,2.9,60.4,1.56,42.39,43.9,0,0,premium,DFW,0
75215,dallas,32.752897,-96.761,168945,41388,1689,-0.6,34.7,-8.31,15.56,8.34,0,0,low,DFW,0
75216,dallas,32.711324,-96.781215,168872,37613,1745,-1.0,54.3,-8.39,15.95,8.06,0,0,low,DFW,0
75217,dallas,32.712583,-96.682045,193431,52987,1855,-3.0,58.8,-6.69,21.26,8.69,0,0,mid,DFW,0
75218,dallas,32.840254,-96.704041,542917,109677,1531,3.0,64.0,0.4,37.2,29.55,0,0,high,DFW,0
75219,dallas,32.810904,-96.813203,415914,92541,2020,0.8,31.2,-0.97,19.37,17.16,0,0,high,DFW,1
75220,dallas,32.868529,-96.876118,509877,57787,1481,-1.3,31.7,3.54,46.33,28.69,0,0,high,DFW,0
75223,dallas,32.792565,-96.745584,246974,66641,1481,-9.9,51.6,-6.6,17.42,13.9,0,0,mid,DFW,0
75224,dallas,32.711405,-96.838591,226508,53606,1545,-1.3,54.6,-4.83,18.56,12.22,0,0,mid,DFW,0
75225,dallas,32.864887,-96.790359,2041273,189985,2951,1.9,76.0,8.04,71.87,57.64,0,0,ultra_luxury,DFW,0
75226,dallas,32.783102,-96.776627,297673,69589,1573,-1.9,4.3,-1.5,13.87,15.77,0,0,mid,DFW,0
75227,dallas,32.76681,-96.6869,221626,59395,1534,-2.1,56.1,-7.73,19.93,12.04,0,0,mid,DFW,0
75228,dallas,32.824924,-96.679438,275060,59617,1135,1.2,48.8,-5.42,18.61,20.2,0,0,mid,DFW,0
75229,dallas,32.893614,-96.867317,721401,121381,0,3.2,69.3,2.59,46.55,0,0,0,high,DFW,0
75230,dallas,32.902679,-96.793393,1050710,109864,1750,0.7,61.3,5.96,54.63,50.03,0,0,premium,DFW,0
75231,dallas,32.873494,-96.747555,295098,54884,1333,-3.7,18.7,-2.93,18.56,18.45,0,0,mid,DFW,0
75232,dallas,32.658999,-96.839593,234086,57315,1871,-1.1,70.3,-4.11,25.68,10.43,0,0,mid,DFW,0
75233,dallas,32.703913,-96.871889,285904,54635,0,-0.6,55.1,-2.39,26.97,0,0,0,mid,DFW,0
75234,dallas,32.924853,-96.888139,354708,86585,1650,-2.5,54.8,0.01,24.49,17.91,0,0,mid,DFW,0
75235,dallas,32.832614,-96.849082,270399,60817,1525,0.7,22.8,-3.94,22.54,14.78,0,0,mid,DFW,0
75236,dallas,32.688844,-96.93571,275787,49077,1538,7.0,29.5,-2.47,30.28,14.94,0,0,mid,DFW,0
75237,dallas,32.664916,-96.872401,263574,43149,1296,-4.0,12.4,-3.94,24.93,16.95,0,0,mid,DFW,0
75238,dallas,32.878511,-96.707852,617033,75498,1333,3.9,49.4,0.09,41.25,38.57,0,0,high,DFW,0
75240,dallas,32.930154,-96.792727,400253,56056,1613,-5.1,22.1,-2.47,30.9,20.68,0,0,high,DFW,0
75241,dallas,32.666747,-96.758878,208947,51171,1760,1.6,67.4,-5.32,24.39,9.89,0,0,mid,DFW,0
75243,dallas,32.912633,-96.736637,297370,50357,1013,1.4,26.7,-3.28,24.9,24.46,0,0,mid,DFW,0
75244,dallas,32.925367,-96.836334,701310,112800,1771,2.9,53.5,1.88,45.12,33.0,0,0,high,DFW,0
75246,dallas,32.792496,-96.772763,365770,49665,1330,9.8,20.1,4.43,14.46,22.92,0,0,mid,DFW,0
75248,dallas,32.969699,-96.797334,609353,103063,1455,1.0,53.8,-1.61,36.28,34.9,0,0,high,DFW,0
75249,dallas,32.636053,-96.964574,286116,81024,2270,-4.5,75.5,-3.56,24.47,10.5,0,0,mid,DFW,0
75252,dallas,32.996776,-96.788479,606462,81999,1207,3.5,45.6,-2.94,34.56,41.87,0,0,high,DFW,0
75253,dallas,32.674426,-96.609228,259245,56519,1939,-2.4,70.9,-4.2,27.44,11.14,0,0,mid,DFW,0
75254,dallas,32.944116,-96.80009,301010,67903,1328,1.7,22.3,-4.08,13.61,18.89,0,0,mid,DFW,0
75287,dallas,32.999309,-96.841688,462654,62538,1271,0.9,23.1,-5.26,27.06,30.33,0,0,high,DFW,0
75401,hunt,33.189002,-96.108829,197230,57335,1229,4.3,55.9,-5.0,30.17,13.37,0,0,mid,DFW,0
75402,hunt,33.067866,-96.08797,266358,77602,1493,-2.2,65.2,-3.41,22.84,14.87,0,0,mid,DFW,0
75407,collin,33.155602,-96.47899,295207,92076,1943,8.7,78.4,-9.54,14.57,12.66,0,0,mid,DFW,0
75409,collin,33.35547,-96.515819,347077,97941,1968,9.6,77.6,-7.2,21.69,14.7,0,0,mid,DFW,0
75410,rains,32.79246,-95.637012,311408,80543,0,-6.6,88.8,-0.7,25.47,0,0,0,mid,DFW,0
75411,lamar,33.868296,-95.637752,264300,27031,0,2.6,59.1,5.53,0,0,0,0,mid,DFW,0
75413,fannin,33.435954,-96.164755,194039,-666666666,0,-26.2,69.1,0.01,0,0,0,0,mid,DFW,0
75414,grayson,33.623633,-96.427903,357104,84685,0,4.0,80.3,-2.13,37.1,0,0,0,mid,DFW,0
75416,lamar,33.598091,-95.32831,227451,78967,0,4.3,78.5,5.37,36.08,0,0,0,mid,DFW,0
75417,red river,33.439658,-95.140371,192623,55571,0,-6.5,69.5,1.12,6.66,0,0,0,mid,DFW,0
75418,fannin,33.571922,-96.170962,228406,61265,0,1.5,68.7,-1.55,29.9,0,0,0,mid,DFW,0
75420,hopkins,33.065239,-95.71835,322011,69583,0,1.9,88.2,-6.79,0,0,0,0,mid,DFW,0
75421,lamar,33.66136,-95.731245,232814,52016,0,16.2,83.7,6.44,0,0,0,0,mid,DFW,0
75422,hunt,33.139105,-95.92361,350438,64938,0,3.1,78.3,-3.43,35.33,0,0,0,mid,DFW,0
75423,hunt,33.291919,-96.199842,357562,60167,0,2.1,84.2,-1.67,33.38,0,0,0,mid,DFW,0
75424,collin,33.305372,-96.389293,438766,82974,0,12.2,88.5,-0.71,41.4,0,0,0,high,DFW,0
75426,red river,33.648255,-95.011561,143887,40157,0,10.7,63.3,6.52,2.43,0,0,0,low,DFW,0
75428,hunt,33.274704,-95.917561,207284,48372,1135,1.7,51.1,-7.11,27.6,15.22,0,0,mid,DFW,0
75431,hopkins,33.01419,-95.460935,265340,43241,0,4.5,62.6,-3.31,0,0,0,0,mid,DFW,0
75432,delta,33.385933,-95.67335,174036,61144,0,5.9,76.9,-5.01,35.4,0,0,0,low,DFW,0
75433,hopkins,33.098096,-95.803234,296398,82581,0,2.6,80.0,-7.79,0,0,0,0,mid,DFW,0
75435,lamar,33.500508,-95.290328,165361,52941,0,-0.4,73.0,0.18,21.13,0,0,0,low,DFW,0
75436,red river,33.742203,-95.25565,239428,77656,0,2.3,78.4,4.5,29.14,0,0,0,mid,DFW,0
75437,hopkins,33.257166,-95.464741,344418,85347,0,-0.1,93.9,-3.97,0,0,0,0,mid,DFW,0
75438,fannin,33.615571,-96.072162,338817,109750,0,22.3,71.3,-0.68,37.39,0,0,0,mid,DFW,0
75439,fannin,33.55352,-96.282897,250545,62212,0,-9.5,63.5,-0.69,0,0,0,0,mid,DFW,0
75440,rains,32.872902,-95.753991,301491,64893,0,3.2,82.3,-0.56,26.09,0,0,0,mid,DFW,0
75442,collin,33.176073,-96.346433,339685,84591,0,-0.0,82.8,-3.74,26.61,0,0,0,mid,DFW,0
75446,fannin,33.615093,-95.900092,246968,57543,0,1.6,77.0,0.76,26.06,0,0,0,mid,DFW,0
75447,fannin,33.772396,-96.124356,361071,82222,0,-12.3,94.8,-1.03,34.21,0,0,0,mid,DFW,0
75449,fannin,33.423386,-95.949483,207285,57566,0,-7.6,71.8,-5.61,16.55,0,0,0,mid,DFW,0
75451,camp,32.9593,-95.12521,240280,56014,0,-7.3,95.8,-6.75,0,0,0,0,mid,DFW,0
75452,fannin,33.402226,-96.23857,342080,71117,0,-0.6,78.9,-0.4,35.17,0,0,0,mid,DFW,0
75453,hunt,33.009868,-95.93267,279022,82000,0,-10.7,86.3,-6.05,18.8,0,0,0,mid,DFW,0
75454,collin,33.282921,-96.56118,435512,135556,1746,16.8,88.0,-6.38,30.21,20.79,0,0,high,DFW,0
75455,titus,33.217422,-94.983011,221561,57585,1484,0.2,65.4,-3.51,22.52,12.44,0,0,mid,DFW,0
75457,franklin,33.176424,-95.209861,274099,68370,0,-2.6,70.9,-1.29,29.22,0,0,0,mid,DFW,0
75459,grayson,33.528938,-96.682248,306016,71458,0,22.7,70.4,-5.57,26.94,0,0,0,mid,DFW,0
75460,lamar,33.662129,-95.604973,126038,44241,880,-1.6,49.6,0.53,12.16,11.94,0,0,low,DFW,0
75462,lamar,33.624342,-95.491739,273666,72576,0,2.1,78.5,3.34,33.27,0,0,0,mid,DFW,0
75468,lamar,33.507381,-95.403599,304062,101375,0,-0.8,78.9,3.86,0,0,0,0,mid,DFW,0
75471,hopkins,33.056806,-95.373518,328152,48250,0,-12.2,67.9,-6.92,0,0,0,0,mid,DFW,0
75472,rains,32.884423,-95.869602,253034,56699,0,9.9,83.5,-0.18,34.14,0,0,0,mid,DFW,0
75473,lamar,33.815579,-95.488005,276488,84200,0,-0.5,89.2,6.03,38.96,0,0,0,mid,DFW,0
75474,hunt,32.924005,-96.109433,237780,66299,0,1.4,81.1,-3.65,25.15,0,0,0,mid,DFW,0
75476,fannin,33.708311,-96.240654,370284,55263,0,0.7,91.6,-0.84,0,0,0,0,mid,DFW,0
75477,lamar,33.529909,-95.738073,166642,87000,0,-30.3,78.9,10.69,0,0,0,0,low,DFW,0
75478,hopkins,33.173205,-95.348615,308152,52188,0,-2.7,82.4,-3.54,0,0,0,0,mid,DFW,0
75479,fannin,33.630179,-96.330285,292175,73681,0,3.5,78.9,-1.33,29.54,0,0,0,mid,DFW,0
75480,franklin,33.015266,-95.195886,524617,70935,0,3.3,94.6,0.41,41.74,0,0,0,high,DFW,0
75482,hopkins,33.167968,-95.608224,241294,64049,1525,1.4,65.6,-2.48,10.63,13.19,0,0,mid,DFW,0
75486,lamar,33.745235,-95.744327,305712,100750,0,9.8,96.6,6.39,44.42,0,0,0,mid,DFW,0
75488,fannin,33.778767,-95.996778,370766,59231,0,17.5,97.0,-1.64,0,0,0,0,mid,DFW,0
75490,fannin,33.438031,-96.30828,390344,96055,0,9.0,83.6,-1.2,40.55,0,0,0,mid,DFW,0
75491,grayson,33.486324,-96.39593,339630,71774,0,6.6,82.8,-2.66,28.33,0,0,0,mid,DFW,0
75492,fannin,33.597043,-95.991995,256904,99500,0,1.8,75.7,3.49,0,0,0,0,mid,DFW,0
75494,wood,32.917192,-95.25986,260796,68348,0,4.6,81.1,-1.97,24.41,0,0,0,mid,DFW,0
75495,grayson,33.439195,-96.546841,432235,105520,0,8.2,83.9,-3.06,34.03,0,0,0,high,DFW,0
75496,hunt,33.363703,-96.065379,261311,77569,0,-11.4,77.9,-3.73,31.98,0,0,0,mid,DFW,0
75497,wood,32.921857,-95.576169,370146,58333,0,-2.6,85.8,1.0,34.59,0,0,0,mid,DFW,0
75501,bowie,33.371831,-94.139813,151560,46782,925,1.4,57.6,-1.57,3.57,13.65,0,0,low,DFW,0
75503,bowie,33.51791,-94.13711,254682,67733,1279,-1.7,60.8,3.29,27.38,16.59,0,0,mid,DFW,0
75551,cass,33.119332,-94.220491,158861,64083,0,-1.4,77.4,-4.72,7.39,0,0,0,low,DFW,0
75554,red river,33.57901,-94.779754,206927,53359,0,-6.7,83.3,-1.48,10.19,0,0,0,mid,DFW,0
75555,cass,32.939166,-94.142316,176537,46818,0,-1.7,83.6,-2.03,10.51,0,0,0,mid,DFW,0
75558,titus,33.255524,-94.849719,267487,79811,0,5.7,96.6,-5.52,21.01,0,0,0,mid,DFW,0
75559,bowie,33.50355,-94.649921,190369,58147,0,-3.3,72.2,-6.89,0.39,0,0,0,mid,DFW,0
75561,bowie,33.516756,-94.281559,161017,58025,0,1.1,72.1,-5.99,-0.3,0,0,0,low,DFW,0
75563,cass,33.027773,-94.393045,137787,51478,0,1.2,73.1,-9.95,7.74,0,0,0,low,DFW,0
75567,bowie,33.31607,-94.320839,191901,65000,0,-2.6,73.1,-5.33,4.9,0,0,0,mid,DFW,0
75568,morris,33.193211,-94.587279,155603,47983,0,-8.9,77.3,-9.0,3.44,0,0,0,low,DFW,0
75569,bowie,33.4412,-94.122717,156047,38750,0,4.2,53.7,-1.14,6.57,0,0,0,low,DFW,0
75570,bowie,33.463886,-94.437383,171754,66003,0,-1.3,71.5,-7.15,3.56,0,0,0,low,DFW,0
75571,morris,33.207019,-94.77363,182708,53098,0,-10.4,87.3,-6.4,6.16,0,0,0,mid,DFW,0
75572,cass,33.225893,-94.127695,151639,41419,0,-7.0,74.3,-5.6,7.0,0,0,0,low,DFW,0
75573,bowie,33.348093,-94.229102,174088,67188,0,26.8,27.7,2.45,0,0,0,0,low,DFW,0
75574,bowie,33.325004,-94.550659,199379,69676,0,-8.3,92.4,-12.16,0,0,0,0,mid,DFW,0
75601,gregg,32.508595,-94.724189,208090,63279,1184,1.2,61.1,3.35,34.5,14.65,0,0,mid,DFW,0
75602,gregg,32.4368,-94.643472,137273,56659,1189,-4.4,64.6,4.79,27.17,9.62,0,0,low,DFW,0
