zip_code,county,latitude,longitude,avg_property_value,median_income,median_rent,population_change_pct,owner_share_pct,zhvi_1y_change_pct,zhvi_5y_change_pct,price_to_rent_ratio,listing_count,average_sqft,market_tier,region_bucket,urban_core_flag
79772,reeves,31.400312,-103.584082,166811,56541,0,-5.7,79.1,-2.62,-34.66,0,0,0,low,WestTexas,0
79782,martin,32.189391,-101.882857,241438,90484,0,-3.5,71.4,-3.27,-7.57,0,0,0,mid,WestTexas,0
79821,el paso,31.976815,-106.599316,217058,58171,0,-1.9,77.7,1.38,46.12,0,0,0,mid,WestTexas,0
79830,brewster,30.211507,-103.626765,245639,55743,0,-3.0,63.8,1.52,18.22,0,0,0,mid,WestTexas,0
79835,el paso,31.935653,-106.596089,215080,42955,0,-0.7,73.1,1.28,43.01,0,0,0,mid,WestTexas,0
79836,el paso,31.57011,-106.211608,208436,56052,0,-3.5,84.3,-1.49,33.57,0,0,0,mid,WestTexas,0
79838,el paso,31.486292,-106.16111,158142,43413,0,-12.0,78.0,9.64,39.37,0,0,0,low,WestTexas,0
79842,brewster,30.013027,-103.027525,178163,45067,0,-19.7,52.5,11.79,0,0,0,0,mid,WestTexas,0
79843,presidio,29.869824,-104.412332,294225,39423,0,-8.4,76.3,-0.89,52.98,0,0,0,mid,WestTexas,0
79845,presidio,29.653344,-104.397247,157197,19405,0,-0.8,72.0,-2.44,0,0,0,0,low,WestTexas,0
79848,terrell,30.11968,-102.397964,111073,52500,0,0.4,87.4,-3.62,-22.86,0,0,0,low,WestTexas,0
79849,el paso,31.56691,-106.258375,172393,45067,0,2.9,71.8,1.9,44.49,0,0,0,low,WestTexas,0
79853,el paso,31.434058,-106.063238,175524,46767,0,-1.4,93.7,4.12,32.97,0,0,0,mid,WestTexas,0
79855,culberson,30.930866,-104.860712,158238,43190,0,-0.0,75.4,11.41,0,0,0,0,low,WestTexas,0
79901,el paso,31.759397,-106.480128,132665,13984,0,-4.9,7.7,1.19,35.25,0,0,0,low,WestTexas,0
79902,el paso,31.784855,-106.496881,276138,45333,1116,-3.0,41.3,1.53,41.43,20.62,0,0,mid,WestTexas,0
79903,el paso,31.786231,-106.441911,172979,38294,1049,-3.9,58.6,-1.19,40.8,13.74,0,0,low,WestTexas,0
79904,el paso,31.849199,-106.464792,184009,40892,993,4.4,42.4,1.26,44.58,15.44,0,0,mid,WestTexas,0
79905,el paso,31.766054,-106.426202,155792,25496,1199,-0.3,48.5,1.13,47.07,10.83,0,0,low,WestTexas,0
79907,el paso,31.707231,-106.326563,173509,41901,1299,-2.7,59.0,2.0,45.2,11.13,0,0,low,WestTexas,0
79911,el paso,31.936069,-106.535685,388831,108525,2498,3.0,77.6,0.86,40.55,12.97,0,0,mid,WestTexas,0
79912,el paso,31.848583,-106.534316,311477,72290,1403,2.9,55.3,0.77,40.07,18.5,0,0,mid,WestTexas,0
79915,el paso,31.746041,-106.371426,165808,35938,1032,-5.5,60.4,0.08,39.35,13.39,0,0,low,WestTexas,0
79922,el paso,31.810369,-106.555964,405451,89364,0,5.4,88.3,3.03,52.23,0,0,0,high,WestTexas,0
79924,el paso,31.902236,-106.413548,190937,56786,1414,-0.4,61.5,1.91,47.16,11.25,0,0,mid,WestTexas,0
79925,el paso,31.805328,-106.368845,232832,57735,1561,0.6,50.7,1.33,38.79,12.43,0,0,mid,WestTexas,0
79927,el paso,31.645424,-106.274864,199666,51735,1540,2.1,78.8,1.74,45.8,10.8,0,0,mid,WestTexas,0
79928,el paso,31.678635,-106.115148,258625,73704,1772,4.4,88.4,0.37,40.02,12.16,0,0,mid,WestTexas,0
79930,el paso,31.810423,-106.468958,178523,41826,1244,-1.6,44.9,1.17,40.72,11.96,0,0,mid,WestTexas,0
79932,el paso,31.874971,-106.607981,316839,76789,1743,0.9,72.1,1.21,41.63,15.15,0,0,mid,WestTexas,0
79934,el paso,31.950669,-106.433518,248766,75442,1748,2.7,68.8,1.78,44.45,11.86,0,0,mid,WestTexas,0
79935,el paso,31.768054,-106.330277,236593,65000,1050,1.4,51.0,0.42,39.09,18.78,0,0,mid,WestTexas,0
79936,el paso,31.773676,-106.295415,218608,64958,1447,-2.9,67.5,1.24,44.04,12.59,0,0,mid,WestTexas,0
79938,el paso,31.845514,-106.019659,250515,75801,1682,2.5,81.2,1.4,38.09,12.41,0,0,mid,WestTexas,0
